Chromosome	Start	Stop	Strand	Gene Symbol	AKO5	AKO6	AKO7	AKO8	Ako_Lx1	Ako_Lx2	Ako_Lx3	WT6	wt_Lx1	WT7	WT5	Ako_Lx4	wt_Lx3	WT8	wt_Lx2	wt_Lx4
10	108162098	108279986	+	Ppp1r12a	799.003	870.998	654.003	759.998	1225.01	1323.99	1131.01	713.002	1353.99	712.001	646.999	1092	1705.98	605.999	1195	1473
1	134754666	134955941	-	Ppp1r12b	5145.08	5506.94	3736.95	4607.99	5096.07	5331.05	5286.01	3733.92	5031.98	3705.98	3311.03	5049.08	4326.97	4439.97	5368.86	5299.97
7	4481521	4501681	-	Ppp1r12c	820	709	512	726	881	875	785	626	968	468	528	795	1254	725	830	866
12	111828458	111908056	-	Ppp1r13b	409	398	329	424	358	367	407	309	400	301	277	382	636	412	417	486
7	19361216	19378534	+	Ppp1r13l	647	609	404	536	766	849	665	505	854	494	387	864	1047	665	662	743
7	29289320	29293391	+	Ppp1r14a	62	64	49	41	90	83	49	41	138	53	71	91	98	96	74	140
19	6975048	6977325	+	Ppp1r14b	307	230	231	261	471	523	316	185	596	270	258	403	889	412	355	374
10	3366150	3464976	+	Ppp1r14c	3119.97	2884.79	2917.9	3122.88	2732.99	2609.97	3256.98	2542.89	2977.97	3229.81	2643.9	3465.99	2421.95	3574.96	3172.97	3471.94
7	45522917	45526269	-	Ppp1r15a	308	327	221	314	537	565	425	287	467	228	250	418	755	288	397	403
1	133131166	133139801	+	Ppp1r15b	601	571	497	516	672	787	699	449	939	423	408	790	1376	555	762	837
15	76671643	76694920	+	Ppp1r16a	330	341	305	276	328	354	398	302	434	273	251	378	457	359	379	395.001
2	158666733	158766335	+	Ppp1r16b	153	168	123	197	132	146	122	169	148	99	139	121	174	195	125	145
17	35865595	35875597	+	Ppp1r18	288.001	295.001	247	321	448.999	552.002	350.001	191	817	178	197	552.002	1368	288	498.999	556.998
15	103530279	103537993	-	Ppp1r1a	39	18	24	34	14	15	19	19	38	35	12	26	54	52	19	43
11	98348406	98357797	+	Ppp1r1b	34	10	20	20	36	57	88	13	411.999	34	21	289.999	178	10	224	347.001
16	31251541	31275278	-	Ppp1r2	1632	1518	1594	1691	2113	1918	1754	1446	1818	1652	1512	1732	2388	1243	1650	1847
17	88530124	88588368	+	Ppp1r21	155	129	127	110	163	217	192	122	295	104	127	215	379	124	198	251
2	28446846	28455509	+	Ppp1r26	106	102	35	59	95	75	73	61	108	53	56	71	90	75	68	141
5	137778904	137780108	+	Ppp1r35	107	106	95.0001	89	89	97	106	99	157	85	76	112	170	129	124	138
7	19530967	19562399	-	Ppp1r37	1084	1116	798	961	977	1058	1184	801	948	772	693	1097	1043	1065	1038	1082
6	14713822	14755275	-	Ppp1r3a	3388	3162	2728	3047	3687	3175	2616	2249	2097	2674	2514	2515	2345	1228	2256	2406
8	35375759	35388138	+	Ppp1r3b	616.999	537.002	399.999	427	543	581	490.001	304	507.999	342	221	287	752.001	368.999	503.001	550.002
19	36731731	36736605	-	Ppp1r3c	1394	1610	1250	1330	2100	2262	1671	1323	2021	1316	1333	1817	2217	1590	1897	1675
2	178411206	178414464	-	Ppp1r3d	327	258	234	293	251	247	326	275	319	331	279	326	363	388	300	339
14	54875597	54877539	-	Ppp1r3e	23	22	17	20	14	38	25	20	38	11	17	21	72	17	35	43
X	7558562	7574282	-	Ppp1r3f	87	117.863	54	100.969	112	130.782	80	77	84	43	47	89	103.872	76.9203	81.9877	69.8243
1	93343628	93367617	+	Ppp1r7	360	416	353	434	469	465	434	306	446	348	327	516	580	423	439	501
4	132826924	132843170	-	Ppp1r8	282	211	191	279	329.999	294.001	279	240	344	201	241	287	473	266	270	321
6	4902975	5165662	+	Ppp1r9a	433	407	311	434	377.999	519	484.999	390.999	464.999	328	245	433	533.999	374.001	480	690
11	94991212	95006899	+	Ppp1r9b	1071	1002	663	785	1097	1253	1186	735	1685	728	815	1362	2352	1034	1318	1691
11	52098824	52122750	+	Ppp2ca	2791	2658	2441	2356	3233	3093	2684	2256	2833	2507	2417	2954	3448	3006	2573	2521
8	33599621	33619805	+	Ppp2cb	579.863	534	533.652	542	650.073	701.181	641	456	783.495	529.746	490.492	652.623	971.809	574	569.603	662.802
17	20945454	20965906	+	Ppp2r1a	2326	2197	2268	2564	3413	3249	2889	2030	3058	1882	1655	3075	3599	2323	2972	3058
9	50856924	50894230	+	Ppp2r1b	154.514	126.404	111.191	141.259	231.86	233.339	257.435	116.43	321.771	78.0648	108.52	203.229	393.942	146.865	190.694	335.447
14	67014056	67072472	-	Ppp2r2a	668.999	663.999	657.001	644.999	832.001	874.992	815.002	548.003	796.994	637.003	596.002	746.003	1045	679.998	738.005	784.997
7	138846359	138883057	+	Ppp2r2d	473	458.002	501.001	499.001	665.001	587.997	457.997	367.999	517	407	396.999	580.002	665	466.002	470.999	459.001
9	101104989	101251833	-	Ppp2r3a	5935.84	5470.73	5096.84	5487.11	5461.02	4948.89	5155.8	4799.03	4112.84	5556.86	5479.67	5133.94	3920.03	5065.16	4327.88	4979.03
12	55280814	55303001	-	Ppp2r3c	232	224.447	281	260.557	268.977	310.831	280.997	264.521	300.509	269.057	268.189	269.382	349.46	254.967	248.921	289.446
9	124474346	124476863	-	Ppp2r3d	149	134	84	138	107	147	120	101	96	151	114	135	103	146	141	134
1	191351981	191397042	-	Ppp2r5a	1625	1481	1178	1431	1849	1912	1940	1351	1966	1327	1287	1754	1978	1721	1936	2044
19	6227767	6235841	-	Ppp2r5b	470	478	370	483	695	698	547	347	616	402	357	580	703	469	508	587
12	110447224	110583075	+	Ppp2r5c	2052	1937.01	1716	1703.01	2062.99	2085.99	2010.99	1651.99	2185.01	1725	1595.99	2159	2291	1882.99	2155	2192.01
17	46682991	46705027	-	Ppp2r5d	461.002	513.002	499.002	439.998	507	601.003	525.998	398.999	634.998	456.999	340.999	604.003	791.004	486.998	530	588
12	75449463	75596233	-	Ppp2r5e	693	683	569	636	823	813	728	664	811	568	614	717	939	598	811	897
3	136670066	136937728	+	Ppp3ca	1227.99	1178	1049	1093	1269	1434.99	1468	1006.01	1460	956.999	1039	1650.01	2192.01	940.001	1486	1780
14	20499364	20546574	-	Ppp3cb	1163	1196	928.007	1125	1134.01	1215	1117.01	935	1179.01	1133.01	1022	1113	1334	787.999	1184	1245.01
14	70217865	70289498	-	Ppp3cc	363	341.001	334.001	334	375.001	345.001	318	278	314	305	318	328.999	321	380.999	262	264
11	17159298	17200381	+	Ppp3r1	1455	1391	1233	1252	1474	1523	1448	1225	1513	1305	1274	1517	1637	1127	1548	1579
7	126785866	126792548	-	Ppp4c	299.999	264	245	290.999	378	365.999	387.999	220	546.003	251	231	475.001	895.993	326	417.001	465.001
17	65783355	65841927	+	Ppp4r1	470	476.999	352.999	443.999	617.003	589.999	555.998	357.999	681.002	304	265	664.002	932.991	437	522	640.001
2	173579320	173659540	-	Ppp4r1l-ps	37	20	29	32	16	17	27	25	42	19	16	33	64	35	41	55
6	100833638	100868718	+	Ppp4r2	640	684	578	585	719	785	655	476	758.941	511.892	513	705	1143	401	666	815.983
12	101039409	101083703	-	Ppp4r3a	528.969	552.89	395.335	419.881	539.964	593.431	556.451	373.8	660.651	366.443	335.496	566.466	949.087	353.181	532.05	637.865
11	29172976	29220798	+	Ppp4r3b	529	446	401	398.001	494.001	503	466	385	519	433	453.001	505	677.998	339	470.001	539
7	17004641	17027915	-	Ppp5c	955	946	841	966	1171	981	1130	826	993	777	737	1098	971	1008	934	976
2	39196670	39226350	-	Ppp6c	469	406	418	415	438	463	406	361	406	379	388	429	604	406	428	374
7	4631495	4658951	-	Ppp6r1	1320	1441	1004	1220	1516	1511	1379	1013	1487	999	965	1505	1762	1269	1345	1515
15	89211559	89287013	+	Ppp6r2	747.998	786.004	555	692.004	865.996	814.005	836.002	652.998	808.001	659.998	602	842.998	790.997	892.001	772.006	829.003
19	3454929	3575750	-	Ppp6r3	1422.99	1308	1218.99	1229.01	1887.97	1780	1517	1127.01	1660.98	1178	909.999	1723	2046.01	1288	1662.01	1623.99
19	46056539	46072910	+	Pprc1	250	284	194	221	350.999	452.001	314	120	458	152	116	317	559	183	283.999	293
4	122836227	122859176	+	Ppt1	646	675	689	648	655	818	731	542	880	613	535	795	1275.31	717	890	924
17	34616662	34628280	-	Ppt2	491.998	509	405	497.999	533.999	552.001	556.002	356.001	576	417.999	396	591.999	660.998	571	521.999	627.002
5	122284398	122324282	+	Pptc7	3124	3357	2464	2723	3479	3093	3034	2508	2018	2670	2663	2590	1711	2894	2782	2456
13	104205122	104228845	-	Ppwd1	87	46.9972	64	74	76	66.3524	80	77	85	53	67.9206	77	126	58	66.9123	59.7467
X	7894519	7899270	-	Pqbp1	162	167	197	149	224	216	233	149	242	178	134	202	284.999	203	212	288
18	80255245	80292725	+	Pqlc1	421	426.001	289.999	463.001	545	509.001	437.999	345	547.999	291	365	485	724.999	400	529	572.999
4	139294030	139310709	-	Pqlc2	67	63	99	84	103	95	90	63	130	62	44	96.0001	192	88	91	94
12	16988648	17000119	-	Pqlc3	45	45	83	60	137	152	99	64	201	40	63	145	264	48	175	220
6	85446785	85451971	-	Pradc1	97	69	99	65	102	74	87.2085	66.0171	134	106.037	88	103	106	109.077	69	111
X	7728571	7731064	+	Praf2	81	52	81	44	121	211	131	40	231	36	78	170	527	59	173	189
8	36094828	36147788	+	Prag1	157	155	140	170	141	124	185	121	180	105	137	190	214	172	132	132
4	143412426	143421092	+	Pramef8	164	145	145	117	165	176	192	131	238	147	126	163	274	147	184	229
7	80294451	80316260	+	Prc1	15	14	23	17	126	203	72	21	243	19	7	240.001	644.004	24	123	133
3	87858903	87885563	-	Prcc	543	552	412	513	621	685	656	446	676	466	383	665	722	553	568	532
7	92875253	92934582	+	Prcp	218	197	194	181	295	332	306	191	578	227	220	450	1171	278	392	491
10	44437174	44458749	-	Prdm1	35	32	16	30	34	64	39	35	53	40	62	48	85	42	67	55
9	31280549	31381732	+	Prdm10	93	87	68	99	116	96	128	86	138	64	94	121	218	104	145	177
2	92965153	93046166	-	Prdm11	152	126	81	121	155	173	147	67	146	75	70	154	158	130	164	206
16	97791467	97851851	-	Prdm15	101	102	73	109	78	103	104	67	123	51	53	77	142	84	105	106
4	154316125	154636874	-	Prdm16	314	263	170	244	252	280	305	184	221	185	144	215	153	243	215	255
4	143107391	143212710	-	Prdm2	818	815.995	509	861.002	935.999	989.004	854.001	641.002	843.998	579.998	575	896.002	1174.99	769.003	890.003	940.996
10	85891968	85916987	-	Prdm4	220	270	165	182	239	292	250.999	179	286	194	178	268	368.999	218	235.999	255
6	65778962	65936991	+	Prdm5	77	76	55	44	79	83.0001	71	73	86.9999	62	59	84	109	61	82	120
17	15543072	15564355	-	Prdm9	26	15	27	31	35	41	28	14	36	27	24	42	65	30	34	34
4	116685599	116700001	+	Prdx1	3415	3316	3591	3470	3700	3961	3712	3265	4254	3648	3794	3901	5369	3666	4001	3943
8	84969622	84974811	+	Prdx2	3960.89	3819.97	4342.96	4180.1	3749.08	3665.08	3733.98	3752	3896.98	4222.02	4041.12	3979	3772.99	5092.84	3682.99	4017.12
19	60864066	60874539	-	Prdx3	4752	4436	4639	4222	3495	3416	3844	4244	2990	4738	5302	3665	2481	4715	3524	3587
X	155323918	155338461	-	Prdx4	232	201	229	191	298	319	245	187	353	181	202	379	813.992	224	317	409.999
19	6906697	6910107	-	Prdx5	4124.29	4287.07	4070.13	3921.42	3400.09	3008.91	3496.95	3811.85	3192.29	3992.74	3869.62	3556.29	3182.44	5463.04	3170.91	3585.07
1	161240112	161251211	-	Prdx6	2428.99	2656.99	2773.01	2948.96	2514.02	2532.04	2458.99	2566.95	2258.95	2543.99	2362.02	2562.98	2438.04	2990.98	2523.98	2308.96
5	30951667	30960328	-	Preb	650.732	652.295	586.999	689.219	922.675	863.626	779.997	535.549	922.908	526.287	554.358	936.298	1260.84	717.503	832.004	933.682
13	55322055	55325273	+	Prelid1	368	361	358	382	696	872	559	304	1221	283	288	807	2351	406	699	767
18	41875696	41951195	-	Prelid2	32	16	42	30	36	46	31	31	34	45	26	33	43	22	32	29
2	174465091	174472942	-	Prelid3b	760	777	770	701	1106	984	789	707	865	743	723	973	1124	809	835	872
1	133910304	133921402	-	Prelp	1061	877	1098	811	764	1106	949	575	1276	641	740	1016	999	857	992	1606
10	45067216	45162752	+	Prep	643	522	519	618	849	754	557	498	759	472	453	818	1043	604	675	619
17	85063477	85090275	-	Prepl	1333.61	1321.55	1030.79	1213.47	2332.05	2054.72	1383.99	1097.99	1339.32	1340.01	918.999	1683	1420.81	1313.27	1205	1226.38
2	166566345	166713833	-	Prex1	194	177	99	152.577	216.045	216.477	232.156	129.109	370	138	153.919	291	807	151	282	300.661
1	10993465	11303683	+	Prex2	522	556.001	375	508	359	419	403	391	347	373	439	358	444	246	395	421
1	150449412	150466166	-	Prg4	157.163	116	207.294	102	1021	1086.54	426.999	84	1045.56	59.6714	123	688.436	1320.11	84	577.999	1087.55
15	93499111	93595903	-	Prickle1	319	291	242.999	379.001	267	313	340	263	351.001	298.999	272	367	354.999	394	394	422.001
6	92370892	92706185	-	Prickle2	130	155	97	127	157	144	151	129	178	90	111	173	283	121	162	234
X	7657379	7668187	+	Prickle3	236.812	263.845	197.204	247.926	190.051	220.883	216.433	202.676	249.297	165.607	142.597	234.484	242.55	214.774	232.913	271.99
10	128015215	128030031	+	Prim1	15	10	23	15	37	39	25	10	71	19	22	52	147	25	50	51
1	33453808	33669795	-	Prim2	28	27	21	20	46	53	34	40	90	18	22	83	142	33	43	64
8	46575583	46617228	-	Primpol	16	35.6593	24.6357	39.5494	45.4704	47.2674	56.4492	36.9525	67.159	33.5962	30.8255	95.6895	145.596	28.2072	86.2952	88.7161
15	5143861	5181900	+	Prkaa1	341.999	290.001	287.001	294	348	357.001	358	353	448.998	290	372.999	381.001	715	225	392.001	459
4	105029649	105109899	-	Prkaa2	2466.07	2628	1888.98	2222.02	3027.99	2964.01	2457.05	2056.97	2356.99	2170.97	1958	2509.97	2225.01	1788.99	2399.97	2538
5	116013590	116024429	-	Prkab1	500	482	374	391	429	506	574	416	586	429	459	463	549	502	634	730
3	97658212	97673068	+	Prkab2	696	954	626	755	785	753	660	685	818	640	618	841	1294	788	768	893
8	83972978	83996443	+	Prkaca	3986.88	3848.96	3294.91	4215.15	4055.12	4209.12	4213.07	3071.97	3850.91	3456.95	2977.04	3699.15	2872.06	4508.01	3801.97	3857.08
3	146729579	146812947	-	Prkacb	1062	986.989	820.003	936.995	1112.99	1255	1104.01	886.999	1245.01	937.994	783	1189.99	1533.98	859.996	1276.99	1288.01
15	98812797	98831509	-	Prkag1	1263	1189	1188	1311	1500	1492	1379	1055	1344	1204	1052	1286	1378	1264	1403	1374
5	24862735	25100643	-	Prkag2	371	387	358	408	955.996	984.995	621.002	334	1343.99	330	306	1089	3125.98	371.001	555	1053
1	74738922	74748956	-	Prkag3	32	22	32	40	32	44	45	36	23	26	33	39	29	29	31	30
11	109649023	109669664	+	Prkar1a	7150.23	7497.98	6927.02	6095.72	13632.9	13119.2	9418.77	6753.24	9929.28	6690.94	6386.33	11914.9	11336	6222.78	9870.41	8621.88
5	139017304	139150704	-	Prkar1b	27	29	29	24	44	40	35	15	56	19	15	42	76	35	36	45
9	108692143	108750445	+	Prkar2a	1697	1799	1428	1545	1822	1814	1681	1403	1648	1255	1122	1888	1678	1484	1644	1738
12	31958471	32061278	-	Prkar2b	32	33	20	23	25	106	61	10	171	7	27	65	146	11	46	267
11	107933387	108343889	-	Prkca	480	450	333	445	548	564	545	400	565	352	346	581	575	437	552	504
7	122289125	122634402	+	Prkcb	64	92	62	66	106	172	140	41	242	37	30	225	459	42	240	274
14	30595354	30626209	-	Prkcd	138	159	127	155	333.001	337.001	284	126	525.002	122	117	386.001	1055.99	135	426.999	485.001
17	86167785	86657920	+	Prkce	607	655	459	559	549	548	637	483	408	492	453	496	449	563	510	591
7	3303532	3331098	+	Prkcg	31	29	25	45	40	32	47	28	55	37	29	51	59	62	69.9999	38
12	73584796	73778185	+	Prkch	288	333	257	320	344.001	326.999	387.001	255	347.001	226.999	277	324	557.999	334	272.999	300
3	30995771	31052741	+	Prkci	210	183	161	163	209	288	262	128	259	184	190	311	495	133	268	330
2	11172382	11301227	+	Prkcq	65	43	58	64	21	29	27	66	27	62	62	29	12	61	41	31
9	22002988	22014246	+	Prkcsh	462	565.002	516	635.002	814.999	823.002	745.004	407	1019	474.001	361	893.002	1376.99	588.002	783.998	811.002
4	155260118	155361429	-	Prkcz	15	35	19	19	47	64	32	30	81	29	24	67	87	19	43	94
12	50341232	50649224	-	Prkd1	63	65	48	84	78	92	73	71	84	62	67	89	80	74	57	110
7	16842902	16870462	+	Prkd2	321	292	246	301	191	235	231	225	280	166	187	271	379.001	308.001	215	230
17	78949405	79020817	-	Prkd3	363	414.001	279	366.999	485	572.002	522.999	367.001	623	364	402	574	809.997	416	529.001	679
16	15637866	15842240	+	Prkdc	202	184	141	203	123	186	197	186	207	142	164	192	238	163	177	247
19	30564487	31765034	-	Prkg1	282	259.999	249	240	295	280	222	188	351	230	196	368	438	154	280.001	381
17	10840359	12063367	+	Prkn	80	93	40	73	77	89	75	63	70	68	65	66	65	100	99	86
2	76629898	76648028	-	Prkra	186	189	214	154	222	218	188	179	252	207	194	223	281	263	243	260
5	136180357	136198955	-	Prkrip1	89	106	96	113	114	113	99	97	115	116	89	118	153	105	121	123
X	77760973	77795940	-	Prkx	433	379	319	392	460	462	437	325	432	326	330	493	626	369	449	431
15	10177238	10349181	+	Prlr	120	171	113	98	95	100	136	157	131	89	140	151	81	83	115	161
7	44976755	44986421	-	Prmt1	763.998	716.995	767.005	690	969.993	819.005	740.998	655.999	944.001	716.999	699.002	900.003	1223	853.997	850.002	773.002
10	76207226	76237866	-	Prmt2	236	228	206	234	281	275	227	205	312	195	150	277	502	233	290	297
7	49778358	49858266	+	Prmt3	271	174	200	197	209	213	211	207	199	193	206	207	314	195	218	254
14	54507182	54517471	-	Prmt5	429.001	433	434.002	494.999	534	538.001	465.998	406.001	548.003	386.999	291.999	616.003	686.005	526.998	559.001	544.998
3	110246104	110251000	-	Prmt6	93	78	73	80	114	130	99	98	153	68	82	142	206	94	137	136
8	106211054	106251695	+	Prmt7	451	397	422	424	499	538	442	383	360	434	325	455	388	464	366	330
8	77549397	77581339	+	Prmt9	223	184	183	181	189	267.001	218	170	219	193	178	181	228	156	213	239
2	131950861	131956132	+	Prnd	85.447	79.3162	94.1031	54.5424	78.854	71.6854	83.9746	98.8922	277.685	104.453	97.936	125.84	360.51	91.2371	95.7957	83.7726
2	131909928	131938437	+	Prnp	1774.99	2041.96	1975.01	1867.98	2688.95	2356.98	2018.01	1750.98	2602.98	1709	1714.98	2596.97	3087.03	2102.98	2244.99	2284.01
18	35650347	35655222	-	Prob1	1442	1473	1059	1374	1706	1775	1827	1207	1862	1201	1056	1603	1688	1447	1887	2308
2	155751217	155755479	+	Procr	30	17	21	18	37	30	31	9	79	16	18	50	248	11	43	71
16	18071726	18089191	-	Prodh	192	220	199	251	214	210	208	195	184	219	170	164	238	199	189	203
12	55302637	55382492	+	Prorp	101	88	115	98	75	100	95	105	102	102	83	105	153	89	109	100
11	29511757	29515034	-	Prorsd1	173	181	190	177	239	243	200	191	281	246	209	276	359	224	264	293
16	62854307	62929343	+	Pros1	367	356	345	304	668	659	596	309	801	275	302	687	1274	286	660	854
3	53463795	53481756	+	Proser1	164	158	128	182	193	211	229	161	235	131	141	198	293	170	204	299
2	6098500	6130186	-	Proser2	133	109	106	93.9999	90	105	104	80	81	63	56	97.0001	61	77	87	64
7	30539134	30552273	-	Proser3	26	21	22	16	18	42	39	25	38	4	9	39	86	18	38	28
1	190118035	190170828	-	Prox1	1050.99	909	627.999	732.994	1124	1067	1211.01	1077	894	937	990.001	912.996	689.003	976.006	1208.99	1218.01
12	85085812	85106432	-	Prox2	30	11	23	33	25	35	36	15	28	18	28	35	31	15	56	39
2	4622058	4652136	-	Prpf18	678.998	655.003	578.999	593.999	674.999	689.004	621.996	591.999	669.997	654.999	573.996	665.996	807.995	588.998	669	724.005
19	10895231	10909560	+	Prpf19	3112.99	3088.04	2999.99	2913	3031.97	2863.95	2957.05	2561.94	2315.96	2925.95	2464.01	2846.96	1963.02	3643.11	2746.97	2803.96
3	95830124	95855886	-	Prpf3	197	169	151	175	239	228	180	134	202	154	120	201	279.001	166	197	240
7	3629985	3642485	+	Prpf31	189	143	204	155	309.999	312	257.999	202	284	156	159	263.999	522.002	216	261	299.999
4	108564867	108579337	-	Prpf38a	177	128	140	130	167	192	176	152	223	155	194	208	341	179	190	199
3	108902805	108911730	-	Prpf38b	437.999	409	405.001	473.998	662.994	657.995	587.997	328	795.999	341	235.001	589.997	1226	356	650.002	734.999
12	65036334	65063387	+	Prpf39	333.063	360.569	311.189	344.863	391.215	423.138	384.759	329.253	447.377	325.933	306.542	381.045	696.417	230.096	444.28	552.653
4	62408783	62426991	+	Prpf4	250	281	297	238	248	292	248	280	324	266	222	256	357	238	300	251
2	53134702	53191255	-	Prpf40a	607.998	577.001	433	549	754	810	607.999	541.999	790	481.001	530.999	737.003	1154	345	637.999	752.999
15	99295238	99317019	+	Prpf40b	242	283	194	283	316	341	369	201	339.001	188	142	303	414	288	275	371.001
13	34875494	34902879	+	Prpf4b	592	550	491	623	726	840	652	501	750	496	449	707	1106	440	690	670
2	181601319	181655662	+	Prpf6	601	596	526	582	601	655	604	428	631	464	409	737	897	653	615	701
11	75486777	75509448	+	Prpf8	1874	1872	1490	1851	2069	2190	2107	1476	2147	1391	1286	2098	2558	1777	2169	2326
X	140456603	140476141	+	Prps1	387	405	469	386	556	473	428	360	495	481	419	508	543	417	454	477
12	57230412	57242169	+	Prps1l3	290	278	282	281	335	323	312	282	362	321	265	316	463	237	323	384
X	167346320	167382750	-	Prps2	311.999	269.001	200	272	221	252.999	265.001	270	295	234	215.999	313	342	209	351.001	378.002
11	116470816	116490347	-	Prpsap1	237	253	227	267	276	295	226	235	353	222	214	326	512	249	349	337
11	61729650	61762089	-	Prpsap2	65	43	48	57	99	107	71	58	100	90	66	98	178	50	120	138
7	45027701	45053335	-	Prr12	524	568	352	460	464	543	551	408	680	350	343	550	619	510	569	734
15	102459170	102462807	+	Prr13	290	257	255	249	451	565.003	446	224	730.003	253	234	608.002	1165.01	306.999	607.999	752
7	127471614	127476759	+	Prr14	291	239	188	267	274	258	290	240	296	184	192	336	434	263	348	340
5	32789207	32854231	-	Prr14l	178	167	117	151	196	245	169	117	311	133	119	241	390	153	251	272
6	54326901	54330201	+	Prr15	17	19	25	15	63	102	135	13	161	13	17	170	279	27	191	311
17	35972539	35979826	-	Prr3	54	52	38	38	57	62	50	30	85	37	31	64	131	39	53	82
7	142491080	142506772	-	Prr33	193	185	133	225	168	173	218	185	213	196	147	211	206	202	224	246
15	84663206	84706403	+	Prr5	89	59	73	70	43	72	54	55	112	46	34	82.9999	132	80	46	78
2	101714285	101883028	-	Prr5l	20	10	18	18	39	21	31	14	34	12	14	21	111	22	48	41
13	55464267	55473156	+	Prr7	7	18	17	8	25	22	19	16	37	11	2	22	51	15	17	22
18	57354733	57392720	+	Prrc1	448	358	360	372	733	711	641	333	894	318	319	837	1228	429	685	765
17	35149086	35164878	-	Prrc2a	2781.03	2907.04	1560.01	2579.98	3431.95	3442.03	3136.93	1979.03	3495.08	1719	1586.99	3138	4123.96	2477.01	3127	3468.11
